vtx-D06-n18-n4-n2	Δ = -18	bi.bi = -4	b0.bi = -2	4 x (irr-D6-12)
vtx-D06-858-73-43-a	Δ = 858	bi.bi = 73	b0.bi = 43	20 x (irr-D6-12) + 18 x (irr-D6-32-h) + 1 x (irr-D6-352a-h) + 1 x (irr-D6-220)
vtx-D06-858-73-43-b	Δ = 858	bi.bi = 73	b0.bi = 43	23 x (irr-D6-12) + 13 x (irr-D6-32-h) + 2 x (irr-D6-220)
vtx-D06-858-73-43-c	Δ = 858	bi.bi = 73	b0.bi = 43	17 x (irr-D6-12) + 23 x (irr-D6-32-h) + 2 x (irr-D6-352a-h)
vtx-D06-859-60-40-a	Δ = 859	bi.bi = 60	b0.bi = 40	12 x (irr-D6-12) + 33 x (irr-D6-32-h) + 1 x (irr-D6-77) + 1 x (irr-D6-352a-h)
vtx-D06-859-60-40-b	Δ = 859	bi.bi = 60	b0.bi = 40	15 x (irr-D6-12) + 28 x (irr-D6-32-h) + 1 x (irr-D6-77) + 1 x (irr-D6-220)
vtx-D06-860-47-37	Δ = 860	bi.bi = 47	b0.bi = 37	7 x (irr-D6-12) + 43 x (irr-D6-32-h) + 2 x (irr-D6-77)
vtx-D06-860-67-43-a	Δ = 860	bi.bi = 67	b0.bi = 43	3 x (irr-D6-12) + 24 x (irr-D6-32-h) + 5 x (irr-D6-66) + 1 x (irr-D6-352a-h)
vtx-D06-860-67-43-b	Δ = 860	bi.bi = 67	b0.bi = 43	6 x (irr-D6-12) + 19 x (irr-D6-32-h) + 5 x (irr-D6-66) + 1 x (irr-D6-220)
vtx-D06-860-106-54-a	Δ = 860	bi.bi = 106	b0.bi = 54	3 x (irr-D6-12) + 2 x (irr-D6-32-h) + 3 x (irr-D6-66) + 3 x (irr-D6-220)
vtx-D06-860-106-54-b	Δ = 860	bi.bi = 106	b0.bi = 54	7 x (irr-D6-32-h) + 3 x (irr-D6-66) + 1 x (irr-D6-352a-h) + 2 x (irr-D6-220)
vtx-D06-861-147-63	Δ = 861	bi.bi = 147	b0.bi = 63	3 x (irr-D6-12) + 1 x (irr-D6-66) + 2 x (irr-D6-77) + 1 x (irr-D6-352a-h) + 1 x (irr-D6-495)
vtx-D06-862-57-39-a	Δ = 862	bi.bi = 57	b0.bi = 39	20 x (irr-D6-12) + 21 x (irr-D6-32-h) + 2 x (irr-D6-66) + 1 x (irr-D6-220)
vtx-D06-862-57-39-b	Δ = 862	bi.bi = 57	b0.bi = 39	17 x (irr-D6-12) + 26 x (irr-D6-32-h) + 2 x (irr-D6-66) + 1 x (irr-D6-352a-h)
vtx-D06-862-96-50-a	Δ = 862	bi.bi = 96	b0.bi = 50	17 x (irr-D6-12) + 4 x (irr-D6-32-h) + 3 x (irr-D6-220)
vtx-D06-862-96-50-b	Δ = 862	bi.bi = 96	b0.bi = 50	14 x (irr-D6-12) + 9 x (irr-D6-32-h) + 1 x (irr-D6-352a-h) + 2 x (irr-D6-220)
vtx-D06-862-96-50-c	Δ = 862	bi.bi = 96	b0.bi = 50	11 x (irr-D6-12) + 14 x (irr-D6-32-h) + 2 x (irr-D6-352a-h) + 1 x (irr-D6-220)
vtx-D06-862-96-50-d	Δ = 862	bi.bi = 96	b0.bi = 50	8 x (irr-D6-12) + 19 x (irr-D6-32-h) + 3 x (irr-D6-352a-h)
vtx-D06-863-44-36	Δ = 863	bi.bi = 44	b0.bi = 36	12 x (irr-D6-12) + 36 x (irr-D6-32-h) + 2 x (irr-D6-66) + 1 x (irr-D6-77)
vtx-D06-863-83-47-a	Δ = 863	bi.bi = 83	b0.bi = 47	6 x (irr-D6-12) + 24 x (irr-D6-32-h) + 1 x (irr-D6-77) + 1 x (irr-D6-352a-h) + 1 x (irr-D6-220)
vtx-D06-863-83-47-b	Δ = 863	bi.bi = 83	b0.bi = 47	9 x (irr-D6-12) + 19 x (irr-D6-32-h) + 1 x (irr-D6-77) + 2 x (irr-D6-220)
vtx-D06-863-83-47-c	Δ = 863	bi.bi = 83	b0.bi = 47	3 x (irr-D6-12) + 29 x (irr-D6-32-h) + 1 x (irr-D6-77) + 2 x (irr-D6-352a-h)
vtx-D06-864-51-39	Δ = 864	bi.bi = 51	b0.bi = 39	3 x (irr-D6-12) + 27 x (irr-D6-32-h) + 7 x (irr-D6-66)
vtx-D06-864-70-44	Δ = 864	bi.bi = 70	b0.bi = 44	1 x (irr-D6-12) + 34 x (irr-D6-32-h) + 2 x (irr-D6-77) + 1 x (irr-D6-220)
vtx-D06-864-90-50	Δ = 864	bi.bi = 90	b0.bi = 50	10 x (irr-D6-32-h) + 5 x (irr-D6-66) + 2 x (irr-D6-220)
vtx-D06-864-161-65	Δ = 864	bi.bi = 161	b0.bi = 65	1 x (irr-D6-12) + 1 x (irr-D6-32-h) + 2 x (irr-D6-66) + 4 x (irr-D6-77) + 1 x (irr-D6-462)
vtx-D06-865-131-59	Δ = 865	bi.bi = 131	b0.bi = 59	3 x (irr-D6-12) + 3 x (irr-D6-32-h) + 3 x (irr-D6-66) + 2 x (irr-D6-77) + 1 x (irr-D6-495)
vtx-D06-866-41-35	Δ = 866	bi.bi = 41	b0.bi = 35	17 x (irr-D6-12) + 29 x (irr-D6-32-h) + 4 x (irr-D6-66)
vtx-D06-866-80-46-a	Δ = 866	bi.bi = 80	b0.bi = 46	8 x (irr-D6-12) + 22 x (irr-D6-32-h) + 2 x (irr-D6-66) + 2 x (irr-D6-352a-h)
vtx-D06-866-80-46-b	Δ = 866	bi.bi = 80	b0.bi = 46	11 x (irr-D6-12) + 17 x (irr-D6-32-h) + 2 x (irr-D6-66) + 1 x (irr-D6-352a-h) + 1 x (irr-D6-220)
vtx-D06-866-80-46-c	Δ = 866	bi.bi = 80	b0.bi = 46	14 x (irr-D6-12) + 12 x (irr-D6-32-h) + 2 x (irr-D6-66) + 2 x (irr-D6-220)
vtx-D06-866-119-57-a	Δ = 866	bi.bi = 119	b0.bi = 57	8 x (irr-D6-12) + 1 x (irr-D6-352a-h) + 3 x (irr-D6-220)
vtx-D06-866-119-57-b	Δ = 866	bi.bi = 119	b0.bi = 57	5 x (irr-D6-12) + 5 x (irr-D6-32-h) + 2 x (irr-D6-352a-h) + 2 x (irr-D6-220)
vtx-D06-866-119-57-c	Δ = 866	bi.bi = 119	b0.bi = 57	2 x (irr-D6-12) + 10 x (irr-D6-32-h) + 3 x (irr-D6-352a-h) + 1 x (irr-D6-220)
vtx-D06-867-67-43-a	Δ = 867	bi.bi = 67	b0.bi = 43	3 x (irr-D6-12) + 32 x (irr-D6-32-h) + 2 x (irr-D6-66) + 1 x (irr-D6-77) + 1 x (irr-D6-352a-h)
vtx-D06-867-67-43-b	Δ = 867	bi.bi = 67	b0.bi = 43	6 x (irr-D6-12) + 27 x (irr-D6-32-h) + 2 x (irr-D6-66) + 1 x (irr-D6-77) + 1 x (irr-D6-220)
vtx-D06-867-106-54-a	Δ = 867	bi.bi = 106	b0.bi = 54	15 x (irr-D6-32-h) + 1 x (irr-D6-77) + 1 x (irr-D6-352a-h) + 2 x (irr-D6-220)
vtx-D06-867-106-54-b	Δ = 867	bi.bi = 106	b0.bi = 54	3 x (irr-D6-12) + 10 x (irr-D6-32-h) + 1 x (irr-D6-77) + 3 x (irr-D6-220)
vtx-D06-867-121-55	Δ = 867	bi.bi = 121	b0.bi = 55	17 x (irr-D6-12) + 5 x (irr-D6-32-h) + 2 x (irr-D6-77) + 1 x (irr-D6-495)
vtx-D06-868-31-31	Δ = 868	bi.bi = 31	b0.bi = 31	31 x (irr-D6-12) + 31 x (irr-D6-32-h) + 1 x (irr-D6-66)
vtx-D06-870-64-42-a	Δ = 870	bi.bi = 64	b0.bi = 42	8 x (irr-D6-12) + 25 x (irr-D6-32-h) + 4 x (irr-D6-66) + 1 x (irr-D6-352a-h)
vtx-D06-870-64-42-b	Δ = 870	bi.bi = 64	b0.bi = 42	11 x (irr-D6-12) + 20 x (irr-D6-32-h) + 4 x (irr-D6-66) + 1 x (irr-D6-220)
vtx-D06-870-103-53-a	Δ = 870	bi.bi = 103	b0.bi = 53	8 x (irr-D6-12) + 3 x (irr-D6-32-h) + 2 x (irr-D6-66) + 3 x (irr-D6-220)
vtx-D06-870-103-53-b	Δ = 870	bi.bi = 103	b0.bi = 53	2 x (irr-D6-12) + 13 x (irr-D6-32-h) + 2 x (irr-D6-66) + 2 x (irr-D6-352a-h) + 1 x (irr-D6-220)
vtx-D06-870-103-53-c	Δ = 870	bi.bi = 103	b0.bi = 53	5 x (irr-D6-12) + 8 x (irr-D6-32-h) + 2 x (irr-D6-66) + 1 x (irr-D6-352a-h) + 2 x (irr-D6-220)
vtx-D06-871-51-39	Δ = 871	bi.bi = 51	b0.bi = 39	3 x (irr-D6-12) + 35 x (irr-D6-32-h) + 4 x (irr-D6-66) + 1 x (irr-D6-77)
vtx-D06-871-90-50	Δ = 871	bi.bi = 90	b0.bi = 50	18 x (irr-D6-32-h) + 2 x (irr-D6-66) + 1 x (irr-D6-77) + 2 x (irr-D6-220)
vtx-D06-871-144-62	Δ = 871	bi.bi = 144	b0.bi = 62	8 x (irr-D6-12) + 1 x (irr-D6-32-h) + 2 x (irr-D6-77) + 1 x (irr-D6-352a-h) + 1 x (irr-D6-495)
vtx-D06-872-54-38-a	Δ = 872	bi.bi = 54	b0.bi = 38	25 x (irr-D6-12) + 22 x (irr-D6-32-h) + 1 x (irr-D6-66) + 1 x (irr-D6-220)
vtx-D06-872-54-38-b	Δ = 872	bi.bi = 54	b0.bi = 38	22 x (irr-D6-12) + 27 x (irr-D6-32-h) + 1 x (irr-D6-66) + 1 x (irr-D6-352a-h)
vtx-D06-872-131-59	Δ = 872	bi.bi = 131	b0.bi = 59	3 x (irr-D6-12) + 11 x (irr-D6-32-h) + 3 x (irr-D6-77) + 1 x (irr-D6-495)
vtx-D06-873-41-35	Δ = 873	bi.bi = 41	b0.bi = 35	17 x (irr-D6-12) + 37 x (irr-D6-32-h) + 1 x (irr-D6-66) + 1 x (irr-D6-77)
vtx-D06-874-48-38	Δ = 874	bi.bi = 48	b0.bi = 38	8 x (irr-D6-12) + 28 x (irr-D6-32-h) + 6 x (irr-D6-66)
vtx-D06-874-87-49-a	Δ = 874	bi.bi = 87	b0.bi = 49	2 x (irr-D6-12) + 16 x (irr-D6-32-h) + 4 x (irr-D6-66) + 1 x (irr-D6-352a-h) + 1 x (irr-D6-220)
vtx-D06-874-87-49-b	Δ = 874	bi.bi = 87	b0.bi = 49	5 x (irr-D6-12) + 11 x (irr-D6-32-h) + 4 x (irr-D6-66) + 2 x (irr-D6-220)
vtx-D06-874-158-64	Δ = 874	bi.bi = 158	b0.bi = 64	6 x (irr-D6-12) + 2 x (irr-D6-32-h) + 1 x (irr-D6-66) + 4 x (irr-D6-77) + 1 x (irr-D6-462)
vtx-D06-875-128-58	Δ = 875	bi.bi = 128	b0.bi = 58	8 x (irr-D6-12) + 4 x (irr-D6-32-h) + 2 x (irr-D6-66) + 2 x (irr-D6-77) + 1 x (irr-D6-495)
vtx-D06-876-38-34	Δ = 876	bi.bi = 38	b0.bi = 34	22 x (irr-D6-12) + 30 x (irr-D6-32-h) + 3 x (irr-D6-66)
vtx-D06-876-77-45-a	Δ = 876	bi.bi = 77	b0.bi = 45	19 x (irr-D6-12) + 13 x (irr-D6-32-h) + 1 x (irr-D6-66) + 2 x (irr-D6-220)
vtx-D06-876-77-45-b	Δ = 876	bi.bi = 77	b0.bi = 45	16 x (irr-D6-12) + 18 x (irr-D6-32-h) + 1 x (irr-D6-66) + 1 x (irr-D6-352a-h) + 1 x (irr-D6-220)
vtx-D06-876-77-45-c	Δ = 876	bi.bi = 77	b0.bi = 45	13 x (irr-D6-12) + 23 x (irr-D6-32-h) + 1 x (irr-D6-66) + 2 x (irr-D6-352a-h)
vtx-D06-877-64-42-a	Δ = 877	bi.bi = 64	b0.bi = 42	11 x (irr-D6-12) + 28 x (irr-D6-32-h) + 1 x (irr-D6-66) + 1 x (irr-D6-77) + 1 x (irr-D6-220)
vtx-D06-877-64-42-b	Δ = 877	bi.bi = 64	b0.bi = 42	8 x (irr-D6-12) + 33 x (irr-D6-32-h) + 1 x (irr-D6-66) + 1 x (irr-D6-77) + 1 x (irr-D6-352a-h)
vtx-D06-878-28-30	Δ = 878	bi.bi = 28	b0.bi = 30	36 x (irr-D6-12) + 32 x (irr-D6-32-h)
vtx-D06-878-51-39	Δ = 878	bi.bi = 51	b0.bi = 39	3 x (irr-D6-12) + 43 x (irr-D6-32-h) + 1 x (irr-D6-66) + 2 x (irr-D6-77)
vtx-D06-878-71-45	Δ = 878	bi.bi = 71	b0.bi = 45	2 x (irr-D6-12) + 19 x (irr-D6-32-h) + 6 x (irr-D6-66) + 1 x (irr-D6-220)
vtx-D06-880-61-41-a	Δ = 880	bi.bi = 61	b0.bi = 41	13 x (irr-D6-12) + 26 x (irr-D6-32-h) + 3 x (irr-D6-66) + 1 x (irr-D6-352a-h)
vtx-D06-880-61-41-b	Δ = 880	bi.bi = 61	b0.bi = 41	16 x (irr-D6-12) + 21 x (irr-D6-32-h) + 3 x (irr-D6-66) + 1 x (irr-D6-220)
vtx-D06-880-100-52-a	Δ = 880	bi.bi = 100	b0.bi = 52	10 x (irr-D6-12) + 9 x (irr-D6-32-h) + 1 x (irr-D6-66) + 1 x (irr-D6-352a-h) + 2 x (irr-D6-220)
vtx-D06-880-100-52-b	Δ = 880	bi.bi = 100	b0.bi = 52	13 x (irr-D6-12) + 4 x (irr-D6-32-h) + 1 x (irr-D6-66) + 3 x (irr-D6-220)
vtx-D06-880-100-52-c	Δ = 880	bi.bi = 100	b0.bi = 52	4 x (irr-D6-12) + 19 x (irr-D6-32-h) + 1 x (irr-D6-66) + 3 x (irr-D6-352a-h)
vtx-D06-880-100-52-d	Δ = 880	bi.bi = 100	b0.bi = 52	7 x (irr-D6-12) + 14 x (irr-D6-32-h) + 1 x (irr-D6-66) + 2 x (irr-D6-352a-h) + 1 x (irr-D6-220)
vtx-D06-881-48-38	Δ = 881	bi.bi = 48	b0.bi = 38	8 x (irr-D6-12) + 36 x (irr-D6-32-h) + 3 x (irr-D6-66) + 1 x (irr-D6-77)
vtx-D06-881-87-49-a	Δ = 881	bi.bi = 87	b0.bi = 49	2 x (irr-D6-12) + 24 x (irr-D6-32-h) + 1 x (irr-D6-66) + 1 x (irr-D6-77) + 1 x (irr-D6-352a-h) + 1 x (irr-D6-220)
vtx-D06-881-87-49-b	Δ = 881	bi.bi = 87	b0.bi = 49	5 x (irr-D6-12) + 19 x (irr-D6-32-h) + 1 x (irr-D6-66) + 1 x (irr-D6-77) + 2 x (irr-D6-220)
vtx-D06-882-51-37-a	Δ = 882	bi.bi = 51	b0.bi = 37	27 x (irr-D6-12) + 28 x (irr-D6-32-h) + 1 x (irr-D6-352a-h)
vtx-D06-882-51-37-b	Δ = 882	bi.bi = 51	b0.bi = 37	30 x (irr-D6-12) + 23 x (irr-D6-32-h) + 1 x (irr-D6-220)
vtx-D06-883-38-34	Δ = 883	bi.bi = 38	b0.bi = 34	22 x (irr-D6-12) + 38 x (irr-D6-32-h) + 1 x (irr-D6-77)
vtx-D06-884-45-37	Δ = 884	bi.bi = 45	b0.bi = 37	13 x (irr-D6-12) + 29 x (irr-D6-32-h) + 5 x (irr-D6-66)
vtx-D06-884-84-48-a	Δ = 884	bi.bi = 84	b0.bi = 48	4 x (irr-D6-12) + 22 x (irr-D6-32-h) + 3 x (irr-D6-66) + 2 x (irr-D6-352a-h)
vtx-D06-884-84-48-b	Δ = 884	bi.bi = 84	b0.bi = 48	10 x (irr-D6-12) + 12 x (irr-D6-32-h) + 3 x (irr-D6-66) + 2 x (irr-D6-220)
vtx-D06-884-84-48-c	Δ = 884	bi.bi = 84	b0.bi = 48	7 x (irr-D6-12) + 17 x (irr-D6-32-h) + 3 x (irr-D6-66) + 1 x (irr-D6-352a-h) + 1 x (irr-D6-220)
vtx-D06-884-123-59-a	Δ = 884	bi.bi = 123	b0.bi = 59	1 x (irr-D6-12) + 5 x (irr-D6-32-h) + 1 x (irr-D6-66) + 2 x (irr-D6-352a-h) + 2 x (irr-D6-220)
vtx-D06-884-123-59-b	Δ = 884	bi.bi = 123	b0.bi = 59	4 x (irr-D6-12) + 1 x (irr-D6-66) + 1 x (irr-D6-352a-h) + 3 x (irr-D6-220)
vtx-D06-884-155-63	Δ = 884	bi.bi = 155	b0.bi = 63	11 x (irr-D6-12) + 3 x (irr-D6-32-h) + 4 x (irr-D6-77) + 1 x (irr-D6-462)
vtx-D06-885-71-45	Δ = 885	bi.bi = 71	b0.bi = 45	2 x (irr-D6-12) + 27 x (irr-D6-32-h) + 3 x (irr-D6-66) + 1 x (irr-D6-77) + 1 x (irr-D6-220)
vtx-D06-885-125-57	Δ = 885	bi.bi = 125	b0.bi = 57	13 x (irr-D6-12) + 5 x (irr-D6-32-h) + 1 x (irr-D6-66) + 2 x (irr-D6-77) + 1 x (irr-D6-495)
vtx-D06-886-35-33	Δ = 886	bi.bi = 35	b0.bi = 33	27 x (irr-D6-12) + 31 x (irr-D6-32-h) + 2 x (irr-D6-66)
vtx-D06-886-74-44-a	Δ = 886	bi.bi = 74	b0.bi = 44	24 x (irr-D6-12) + 14 x (irr-D6-32-h) + 2 x (irr-D6-220)
vtx-D06-886-74-44-b	Δ = 886	bi.bi = 74	b0.bi = 44	21 x (irr-D6-12) + 19 x (irr-D6-32-h) + 1 x (irr-D6-352a-h) + 1 x (irr-D6-220)
vtx-D06-886-74-44-c	Δ = 886	bi.bi = 74	b0.bi = 44	18 x (irr-D6-12) + 24 x (irr-D6-32-h) + 2 x (irr-D6-352a-h)
vtx-D06-887-61-41-a	Δ = 887	bi.bi = 61	b0.bi = 41	13 x (irr-D6-12) + 34 x (irr-D6-32-h) + 1 x (irr-D6-77) + 1 x (irr-D6-352a-h)
vtx-D06-887-61-41-b	Δ = 887	bi.bi = 61	b0.bi = 41	16 x (irr-D6-12) + 29 x (irr-D6-32-h) + 1 x (irr-D6-77) + 1 x (irr-D6-220)
vtx-D06-888-48-38	Δ = 888	bi.bi = 48	b0.bi = 38	8 x (irr-D6-12) + 44 x (irr-D6-32-h) + 2 x (irr-D6-77)
vtx-D06-888-68-44-a	Δ = 888	bi.bi = 68	b0.bi = 44	7 x (irr-D6-12) + 20 x (irr-D6-32-h) + 5 x (irr-D6-66) + 1 x (irr-D6-220)
vtx-D06-888-68-44-b	Δ = 888	bi.bi = 68	b0.bi = 44	4 x (irr-D6-12) + 25 x (irr-D6-32-h) + 5 x (irr-D6-66) + 1 x (irr-D6-352a-h)
vtx-D06-888-107-55-a	Δ = 888	bi.bi = 107	b0.bi = 55	1 x (irr-D6-12) + 8 x (irr-D6-32-h) + 3 x (irr-D6-66) + 1 x (irr-D6-352a-h) + 2 x (irr-D6-220)
vtx-D06-888-107-55-b	Δ = 888	bi.bi = 107	b0.bi = 55	4 x (irr-D6-12) + 3 x (irr-D6-32-h) + 3 x (irr-D6-66) + 3 x (irr-D6-220)
vtx-D06-889-148-64	Δ = 889	bi.bi = 148	b0.bi = 64	4 x (irr-D6-12) + 1 x (irr-D6-32-h) + 1 x (irr-D6-66) + 2 x (irr-D6-77) + 1 x (irr-D6-352a-h) + 1 x (irr-D6-495)
vtx-D06-890-58-40-a	Δ = 890	bi.bi = 58	b0.bi = 40	21 x (irr-D6-12) + 22 x (irr-D6-32-h) + 2 x (irr-D6-66) + 1 x (irr-D6-220)
vtx-D06-890-58-40-b	Δ = 890	bi.bi = 58	b0.bi = 40	18 x (irr-D6-12) + 27 x (irr-D6-32-h) + 2 x (irr-D6-66) + 1 x (irr-D6-352a-h)
vtx-D06-890-97-51-a	Δ = 890	bi.bi = 97	b0.bi = 51	12 x (irr-D6-12) + 15 x (irr-D6-32-h) + 2 x (irr-D6-352a-h) + 1 x (irr-D6-220)
vtx-D06-890-97-51-b	Δ = 890	bi.bi = 97	b0.bi = 51	18 x (irr-D6-12) + 5 x (irr-D6-32-h) + 3 x (irr-D6-220)
vtx-D06-890-97-51-c	Δ = 890	bi.bi = 97	b0.bi = 51	15 x (irr-D6-12) + 10 x (irr-D6-32-h) + 1 x (irr-D6-352a-h) + 2 x (irr-D6-220)
vtx-D06-890-97-51-d	Δ = 890	bi.bi = 97	b0.bi = 51	9 x (irr-D6-12) + 20 x (irr-D6-32-h) + 3 x (irr-D6-352a-h)
vtx-D06-890-112-52	Δ = 890	bi.bi = 112	b0.bi = 52	32 x (irr-D6-12) + 1 x (irr-D6-77) + 1 x (irr-D6-495)
vtx-D06-891-45-37	Δ = 891	bi.bi = 45	b0.bi = 37	13 x (irr-D6-12) + 37 x (irr-D6-32-h) + 2 x (irr-D6-66) + 1 x (irr-D6-77)
vtx-D06-891-84-48-a	Δ = 891	bi.bi = 84	b0.bi = 48	10 x (irr-D6-12) + 20 x (irr-D6-32-h) + 1 x (irr-D6-77) + 2 x (irr-D6-220)
vtx-D06-891-84-48-b	Δ = 891	bi.bi = 84	b0.bi = 48	7 x (irr-D6-12) + 25 x (irr-D6-32-h) + 1 x (irr-D6-77) + 1 x (irr-D6-352a-h) + 1 x (irr-D6-220)
vtx-D06-891-84-48-c	Δ = 891	bi.bi = 84	b0.bi = 48	4 x (irr-D6-12) + 30 x (irr-D6-32-h) + 1 x (irr-D6-77) + 2 x (irr-D6-352a-h)
vtx-D06-892-52-40	Δ = 892	bi.bi = 52	b0.bi = 40	4 x (irr-D6-12) + 28 x (irr-D6-32-h) + 7 x (irr-D6-66)
vtx-D06-892-71-45	Δ = 892	bi.bi = 71	b0.bi = 45	2 x (irr-D6-12) + 35 x (irr-D6-32-h) + 2 x (irr-D6-77) + 1 x (irr-D6-220)
vtx-D06-892-91-51	Δ = 892	bi.bi = 91	b0.bi = 51	1 x (irr-D6-12) + 11 x (irr-D6-32-h) + 5 x (irr-D6-66) + 2 x (irr-D6-220)
vtx-D06-892-162-66	Δ = 892	bi.bi = 162	b0.bi = 66	2 x (irr-D6-12) + 2 x (irr-D6-32-h) + 2 x (irr-D6-66) + 4 x (irr-D6-77) + 1 x (irr-D6-462)
vtx-D06-893-132-60	Δ = 893	bi.bi = 132	b0.bi = 60	4 x (irr-D6-12) + 4 x (irr-D6-32-h) + 3 x (irr-D6-66) + 2 x (irr-D6-77) + 1 x (irr-D6-495)
vtx-D06-894-42-36	Δ = 894	bi.bi = 42	b0.bi = 36	18 x (irr-D6-12) + 30 x (irr-D6-32-h) + 4 x (irr-D6-66)
vtx-D06-894-81-47-a	Δ = 894	bi.bi = 81	b0.bi = 47	12 x (irr-D6-12) + 18 x (irr-D6-32-h) + 2 x (irr-D6-66) + 1 x (irr-D6-352a-h) + 1 x (irr-D6-220)
vtx-D06-894-81-47-b	Δ = 894	bi.bi = 81	b0.bi = 47	15 x (irr-D6-12) + 13 x (irr-D6-32-h) + 2 x (irr-D6-66) + 2 x (irr-D6-220)
vtx-D06-894-81-47-c	Δ = 894	bi.bi = 81	b0.bi = 47	9 x (irr-D6-12) + 23 x (irr-D6-32-h) + 2 x (irr-D6-66) + 2 x (irr-D6-352a-h)
vtx-D06-894-120-58-a	Δ = 894	bi.bi = 120	b0.bi = 58	6 x (irr-D6-12) + 6 x (irr-D6-32-h) + 2 x (irr-D6-352a-h) + 2 x (irr-D6-220)
vtx-D06-894-120-58-b	Δ = 894	bi.bi = 120	b0.bi = 58	9 x (irr-D6-12) + 1 x (irr-D6-32-h) + 1 x (irr-D6-352a-h) + 3 x (irr-D6-220)
vtx-D06-894-120-58-c	Δ = 894	bi.bi = 120	b0.bi = 58	16 x (irr-D6-32-h) + 4 x (irr-D6-352a-h)
vtx-D06-894-120-58-d	Δ = 894	bi.bi = 120	b0.bi = 58	3 x (irr-D6-12) + 11 x (irr-D6-32-h) + 3 x (irr-D6-352a-h) + 1 x (irr-D6-220)
vtx-D06-895-68-44-a	Δ = 895	bi.bi = 68	b0.bi = 44	4 x (irr-D6-12) + 33 x (irr-D6-32-h) + 2 x (irr-D6-66) + 1 x (irr-D6-77) + 1 x (irr-D6-352a-h)
vtx-D06-895-68-44-b	Δ = 895	bi.bi = 68	b0.bi = 44	7 x (irr-D6-12) + 28 x (irr-D6-32-h) + 2 x (irr-D6-66) + 1 x (irr-D6-77) + 1 x (irr-D6-220)
vtx-D06-895-107-55-a	Δ = 895	bi.bi = 107	b0.bi = 55	4 x (irr-D6-12) + 11 x (irr-D6-32-h) + 1 x (irr-D6-77) + 3 x (irr-D6-220)
vtx-D06-895-107-55-b	Δ = 895	bi.bi = 107	b0.bi = 55	1 x (irr-D6-12) + 16 x (irr-D6-32-h) + 1 x (irr-D6-77) + 1 x (irr-D6-352a-h) + 2 x (irr-D6-220)
vtx-D06-895-122-56	Δ = 895	bi.bi = 122	b0.bi = 56	18 x (irr-D6-12) + 6 x (irr-D6-32-h) + 2 x (irr-D6-77) + 1 x (irr-D6-495)
vtx-D06-896-32-32	Δ = 896	bi.bi = 32	b0.bi = 32	32 x (irr-D6-12) + 32 x (irr-D6-32-h) + 1 x (irr-D6-66)
vtx-D06-898-65-43-a	Δ = 898	bi.bi = 65	b0.bi = 43	12 x (irr-D6-12) + 21 x (irr-D6-32-h) + 4 x (irr-D6-66) + 1 x (irr-D6-220)
vtx-D06-898-65-43-b	Δ = 898	bi.bi = 65	b0.bi = 43	9 x (irr-D6-12) + 26 x (irr-D6-32-h) + 4 x (irr-D6-66) + 1 x (irr-D6-352a-h)
vtx-D06-898-104-54-a	Δ = 898	bi.bi = 104	b0.bi = 54	19 x (irr-D6-32-h) + 2 x (irr-D6-66) + 3 x (irr-D6-352a-h)
vtx-D06-898-104-54-b	Δ = 898	bi.bi = 104	b0.bi = 54	6 x (irr-D6-12) + 9 x (irr-D6-32-h) + 2 x (irr-D6-66) + 1 x (irr-D6-352a-h) + 2 x (irr-D6-220)
vtx-D06-898-104-54-c	Δ = 898	bi.bi = 104	b0.bi = 54	3 x (irr-D6-12) + 14 x (irr-D6-32-h) + 2 x (irr-D6-66) + 2 x (irr-D6-352a-h) + 1 x (irr-D6-220)
vtx-D06-898-104-54-d	Δ = 898	bi.bi = 104	b0.bi = 54	9 x (irr-D6-12) + 4 x (irr-D6-32-h) + 2 x (irr-D6-66) + 3 x (irr-D6-220)
vtx-D06-899-52-40	Δ = 899	bi.bi = 52	b0.bi = 40	4 x (irr-D6-12) + 36 x (irr-D6-32-h) + 4 x (irr-D6-66) + 1 x (irr-D6-77)
vtx-D06-899-91-51	Δ = 899	bi.bi = 91	b0.bi = 51	1 x (irr-D6-12) + 19 x (irr-D6-32-h) + 2 x (irr-D6-66) + 1 x (irr-D6-77) + 2 x (irr-D6-220)
vtx-D06-899-145-63	Δ = 899	bi.bi = 145	b0.bi = 63	9 x (irr-D6-12) + 2 x (irr-D6-32-h) + 2 x (irr-D6-77) + 1 x (irr-D6-352a-h) + 1 x (irr-D6-495)
vtx-D06-900-55-39-a	Δ = 900	bi.bi = 55	b0.bi = 39	23 x (irr-D6-12) + 28 x (irr-D6-32-h) + 1 x (irr-D6-66) + 1 x (irr-D6-352a-h)
vtx-D06-900-55-39-b	Δ = 900	bi.bi = 55	b0.bi = 39	26 x (irr-D6-12) + 23 x (irr-D6-32-h) + 1 x (irr-D6-66) + 1 x (irr-D6-220)
vtx-D06-900-132-60	Δ = 900	bi.bi = 132	b0.bi = 60	4 x (irr-D6-12) + 12 x (irr-D6-32-h) + 3 x (irr-D6-77) + 1 x (irr-D6-495)
vtx-D06-901-42-36	Δ = 901	bi.bi = 42	b0.bi = 36	18 x (irr-D6-12) + 38 x (irr-D6-32-h) + 1 x (irr-D6-66) + 1 x (irr-D6-77)
